"","Anexo","cod_orgao","nom_orgao","mes","ano","pg_mes","lim_sq_sd","pg_sd","cred_sd","a_liq_sd","liq_a_pg_sd","nome_orgao","lim_pag"
"430","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",2,"2019",1605.2863,4031.03356,3735.64561,7987.93025,29984.02375,1215.58318,"Ministério de Minas e Energia",8633
"431","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",3,"2019",2758.3677,2099.15513,6494.01331,64867.92191,29523.81355,2125.8681,"Ministério de Minas e Energia",12950
"432","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",4,"2019",2791.06261,2068.30654,9285.07592,44885.33036,31759.37161,968.65865,"Ministério de Minas e Energia",20144
"433","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",5,"2019",11229.60763,3341.29545,20514.68355,31048.77307,35840.29568,1048.38128,"Ministério de Minas e Energia",27338
"434","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",6,"2019",3320.40644,2407.35407,23835.08999,31105.48385,32188.24194,1559.24795,"Ministério de Minas e Energia",34532
"435","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",7,"2019",6085.50197,988.61044,29920.59196,28551.76974,15512.70906,4317.14406,"Ministério de Minas e Energia",41726
"436","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",8,"2019",4486.91531,3500.91996,34407.50727,27345.28215,13711.60922,2486.28308,"Ministério de Minas e Energia",48921
"437","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",9,"2019",2548.87212,4810.00308,36956.37939,25198.72356,15430.61255,1455.3228,"Ministério de Minas e Energia",56115
"438","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",10,"2019",4631.89387,1249.73084,41588.27326,21411.99569,15344.60281,1201.25016,"Ministério de Minas e Energia",63309
"439","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",11,"2019",7461.02805,3567.62488,49049.30131,29488.1975,13774.58253,1125.20932,"Ministério de Minas e Energia",70503
"440","Anexo IV","32000","MINISTERIO DE MINAS E ENERGIA",12,"2019",7570.84273,1923.37672,56620.14404,8453.62644,4364.71223,1405.81892,"Ministério de Minas e Energia",77698
"441","Anexo IV","36000","MINISTERIO DA SAUDE",2,"2019",14383.88517,32309.50808,32289.26332,0,1703603.91532,123114.30623,"Ministério da Saúde",64474
"442","Anexo IV","36000","MINISTERIO DA SAUDE",3,"2019",36172.4002,28506.11285,68461.66352,385909.15051,1300476.45994,481489.58675,"Ministério da Saúde",96711
"443","Anexo IV","36000","MINISTERIO DA SAUDE",4,"2019",31652.59885,29988.514,100114.26237,323283.23163,1335162.31666,459804.48948,"Ministério da Saúde",128948
"444","Anexo IV","36000","MINISTERIO DA SAUDE",5,"2019",58743.08213,3368.80765,158857.3445,312847.97032,1283706.6014,459520.3901,"Ministério da Saúde",161185
"445","Anexo IV","36000","MINISTERIO DA SAUDE",6,"2019",18143.27789,7325.52976,177000.62239,292081.22294,1286336.30792,458006.78866,"Ministério da Saúde",193422
"446","Anexo IV","36000","MINISTERIO DA SAUDE",7,"2019",19652.57249,27673.50816,196653.19488,282558.36266,1236008.7279,447012.70193,"Ministério da Saúde",225660
"447","Anexo IV","36000","MINISTERIO DA SAUDE",8,"2019",21455.1731,40227.31527,218108.36798,262812.29784,1239163.88647,441291.80731,"Ministério da Saúde",257897
"448","Anexo IV","36000","MINISTERIO DA SAUDE",9,"2019",16965.56832,23261.74695,235073.9363,144837.64235,1311175.50524,442637.27571,"Ministério da Saúde",290134
"449","Anexo IV","36000","MINISTERIO DA SAUDE",10,"2019",40261.35828,21000.38867,275335.29458,267045.9043,1293470.72611,414082.25763,"Ministério da Saúde",322371
"450","Anexo IV","36000","MINISTERIO DA SAUDE",11,"2019",27427.49816,43572.89051,302762.79274,142521.90077,1261323.16236,546891.0984,"Ministério da Saúde",354608
"451","Anexo IV","36000","MINISTERIO DA SAUDE",12,"2019",50793.26046,6475.30079999999,353556.0532,278.58814000003,989385.00844,536630.3445,"Ministério da Saúde",386845
"452","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",2,"2019",429445.11786,191754.49588,731578.39325,5077525.69982,5926942.23442,242834.58569,"Ministério da Infraestrutura",970136
"453","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",3,"2019",562199.83517,96907.14556,1293778.22842,7429536.65373,5697780.00582,133136.66637,"Ministério da Infraestrutura",1455203
"454","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",4,"2019",508979.50838,223150.54266,1802757.7368,1852310.02608,7062029.85777,149570.5328,"Ministério da Infraestrutura",2263650
"455","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",5,"2019",712560.44635,214705.54677,2515318.18315,2281833.96619,7283066.8461,113915.31833,"Ministério da Infraestrutura",3072096
"456","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",6,"2019",578940.92339,347092.71602,3094259.10654,1725811.32705,7908547.52655,176916.25169,"Ministério da Infraestrutura",3880543
"457","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",7,"2019",852476.139309999,153200.84719,3946735.24585,1160372.91561,7247758.32425,232035.93268,"Ministério da Infraestrutura",4688989
"458","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",8,"2019",656009.32706,98344.74032,4602744.57291,644697.01624,7119881.56098,417514.95761,"Ministério da Infraestrutura",5497435
"459","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",9,"2019",660676.402610001,130441.01475,5263420.97552,434957.41001,6259774.75642,528416.09148,"Ministério da Infraestrutura",6305882
"460","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",10,"2019",764303.702639999,145151.80163,6027724.67816,770140.62573,5534306.8605,458994.14055,"Ministério da Infraestrutura",7114328
"461","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",11,"2019",981736.79681,261236.41266,7009461.47497,942001.80509,4637719.48377,94317.82333,"Ministério da Infraestrutura",7922774
"462","Anexo IV","39000","MINISTERIO DA INFRAESTRUTURA",12,"2019",2078701.11578,469288.08643,9088162.59075,57293.7792900005,1144810.93841,186914.90025,"Ministério da Infraestrutura",8731221
"463","Anexo IV","52000","MINISTERIO DA DEFESA",2,"2019",68469.104164931,196860.99649,158303.97843965,1838476.79160739,2046048.38415645,361862.61039586,"Ministério da Defesa",505401
"464","Anexo IV","52000","MINISTERIO DA DEFESA",3,"2019",92127.126393966,204113.2724,250431.104833616,1091160.16607897,2000253.95820149,357927.905708812,"Ministério da Defesa",758102
"465","Anexo IV","52000","MINISTERIO DA DEFESA",4,"2019",138924.264745062,187426.67442,389355.369578678,1314940.32169749,2948062.4749734,353779.961500356,"Ministério da Defesa",1179269
"466","Anexo IV","52000","MINISTERIO DA DEFESA",5,"2019",444564.520450278,206818.30495,833919.890028956,500076.440595793,4021432.36720869,20130.0264625,"Ministério da Defesa",1600437
"467","Anexo IV","52000","MINISTERIO DA DEFESA",6,"2019",150002.437465932,212297.18997,983922.327494888,281306.232024268,4031242.8795383,46434.70635,"Ministério da Defesa",2021605
"468","Anexo IV","52000","MINISTERIO DA DEFESA",7,"2019",402145.861566128,238588.70969,1386068.18906102,254415.280714672,3545043.00205268,54993.8921197,"Ministério da Defesa",2442772
"469","Anexo IV","52000","MINISTERIO DA DEFESA",8,"2019",294467.055852099,121554.11652,1680535.24491311,185699.617822974,3388085.90739035,190305.39541122,"Ministério da Defesa",2863940
"470","Anexo IV","52000","MINISTERIO DA DEFESA",9,"2019",339576.226201949,90904.09112,2020111.47111506,839780.050531424,3094675.90278818,262886.483991616,"Ministério da Defesa",3285108
"471","Anexo IV","52000","MINISTERIO DA DEFESA",10,"2019",812749.370674638,72456.0727,2832860.8417897,322832.165475945,2877722.48156811,31151.8988740999,"Ministério da Defesa",3706275
"472","Anexo IV","52000","MINISTERIO DA DEFESA",11,"2019",711182.227185898,157695.19915,3544043.0689756,421845.229656644,2868135.53691945,45990.5931439999,"Ministério da Defesa",4127443
"473","Anexo IV","52000","MINISTERIO DA DEFESA",12,"2019",2184745.43961652,223426.10003,5728788.50859212,39784.4282534701,451960.844341138,9377.47634999995,"Ministério da Defesa",4548611
"474","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",2,"2019",361048.90874,138530.06212,585913.27929,3707347.64043,8665008.58988,600325.3384,"Ministério do Desenvolvimento Regional",722731
"475","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",3,"2019",832043.30447,210571.84176,1417956.58376,5428580.63711,8390700.4571,512222.86708,"Ministério do Desenvolvimento Regional",1084096
"476","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",4,"2019",685145.53593,33013.33649,2103102.11969,615409.273540001,10420706.70906,479530.62166,"Ministério do Desenvolvimento Regional",1686372
"477","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",5,"2019",914450.65097,21003.27157,3017552.77066,197100.186200001,9835410.5175,484345.75909,"Ministério do Desenvolvimento Regional",2288648
"478","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",6,"2019",783137.07514,296065.76744,3800689.8458,182837.315480001,8959764.74351,896419.90257,"Ministério do Desenvolvimento Regional",2890923
"479","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",7,"2019",521019.257679999,17606.55587,4321709.10348,111626.988290001,8380652.26361,926305.9412,"Ministério do Desenvolvimento Regional",3493199
"480","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",8,"2019",246385.21929,13527.12144,4568094.32277,210568.820930001,8003754.18144,1057028.40001,"Ministério do Desenvolvimento Regional",4095475
"481","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",9,"2019",822225.113360001,25759.62927,5390319.43613,80251.9144000007,7717482.53802,1356371.71926,"Ministério do Desenvolvimento Regional",4697750
"482","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",10,"2019",277454.52377,48031.46562,5667773.9599,79507.6569700007,7430909.18714,1477448.90933,"Ministério do Desenvolvimento Regional",5300026
"483","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",11,"2019",726315.72066,1855065.29631,6394089.68056,156570.139800001,5580060.02187,2456476.0258,"Ministério do Desenvolvimento Regional",5902302
"484","Anexo IV","53000","MINISTERIO DO DESENVOLVIMENTO REGIONAL",12,"2019",2761662.05744,174744.99259,9155751.738,5716.72439000067,569051.57878,4429480.04021,"Ministério do Desenvolvimento Regional",6504577
"485","Anexo IV","54000","MINISTERIO DO TURISMO",2,"2019",1477.03693,12723.52116,1517.40193,0,646041.43011,27915.54603,"Ministério do Turismo",9668
"486","Anexo IV","54000","MINISTERIO DO TURISMO",3,"2019",0,12723.52116,1517.40193,87009.382,641053.13053,27915.54603,"Ministério do Turismo",14502
"487","Anexo IV","54000","MINISTERIO DO TURISMO",4,"2019",9433.57198,12665.51394,10950.97391,61261.285,537119.9921,27506.70304,"Ministério do Turismo",22558
"488","Anexo IV","54000","MINISTERIO DO TURISMO",5,"2019",1345.08236,12665.51394,12296.05627,55761.285,534224.00869,26984.60291,"Ministério do Turismo",30614
"489","Anexo IV","54000","MINISTERIO DO TURISMO",6,"2019",5292.30975,11665.51394,17588.36602,55761.285,528398.37968,26461.12017,"Ministério do Turismo",38671
"490","Anexo IV","54000","MINISTERIO DO TURISMO",7,"2019",7805.82172,27665.51394,25394.18774,55761.285,520054.15581,25805.39806,"Ministério do Turismo",46727
"491","Anexo IV","54000","MINISTERIO DO TURISMO",8,"2019",7713.24606,21988.3913,33107.4338,25761.285,508519.1688,28478.12482,"Ministério do Turismo",54784
"492","Anexo IV","54000","MINISTERIO DO TURISMO",9,"2019",4332.30031,21988.3913,37439.73411,25761.285,505033.4884,24886.0731,"Ministério do Turismo",62840
"493","Anexo IV","54000","MINISTERIO DO TURISMO",10,"2019",15167.09637,16988.3913,52606.83048,25761.285,424355.75889,89083.05624,"Ministério do Turismo",70897
"494","Anexo IV","54000","MINISTERIO DO TURISMO",11,"2019",5115.35777,16988.3913,57722.18825,77009.382,308565.86873,199468.48863,"Ministério do Turismo",78953
"495","Anexo IV","54000","MINISTERIO DO TURISMO",12,"2019",20490.97237,46815.43376,78213.16062,0,91279.4399999999,303006.28522,"Ministério do Turismo",87009
"496","Anexo IV","55000","MINISTERIO DA CIDADANIA",2,"2019",4640.19621,8087.34768,25239.09303,0,565633.14196,31196.92854,"Ministério da Cidadania",19951
"497","Anexo IV","55000","MINISTERIO DA CIDADANIA",3,"2019",10412.51405,4674.83363,35651.60708,166441.23323,557667.37519,28444.53823,"Ministério da Cidadania",29926
"498","Anexo IV","55000","MINISTERIO DA CIDADANIA",4,"2019",8729.79857,6372.94089,44381.40565,127490.70084,544660.41809,33713.4875,"Ministério da Cidadania",46552
"499","Anexo IV","55000","MINISTERIO DA CIDADANIA",5,"2019",18254.07992,7894.13198,62635.48557,102324.88028,558532.80269,25354.97279,"Ministério da Cidadania",63178
"500","Anexo IV","55000","MINISTERIO DA CIDADANIA",6,"2019",26019.3897,9354.98378,88654.87527,93489.77109,540911.96129,22370.97728,"Ministério da Cidadania",79803
"501","Anexo IV","55000","MINISTERIO DA CIDADANIA",7,"2019",11230.84049,1916.27649,99885.71576,80800.90795,528959.67282,22363.3185,"Ministério da Cidadania",96429
"502","Anexo IV","55000","MINISTERIO DA CIDADANIA",8,"2019",9128.67700999999,2839.7911,109014.39277,10.9644299999941,590001.51933,24644.13352,"Ministério da Cidadania",113055
"503","Anexo IV","55000","MINISTERIO DA CIDADANIA",9,"2019",8877.64892,4953.38484,117892.04169,11.0003899999941,580907.2832,23551.68525,"Ministério da Cidadania",129680
"504","Anexo IV","55000","MINISTERIO DA CIDADANIA",10,"2019",7793.11873,2809.25043,125685.16042,10.9644299999941,545037.09889,49955.36106,"Ministério da Cidadania",146306
"505","Anexo IV","55000","MINISTERIO DA CIDADANIA",11,"2019",20582.84789,7137.85424,146268.00831,9514.28769999999,540870.58616,85562.92765,"Ministério da Cidadania",162932
"506","Anexo IV","55000","MINISTERIO DA CIDADANIA",12,"2019",41842.03567,47009.25141,188110.04398,0.000529999993741512,18127.88058,411117.75247,"Ministério da Cidadania",179557
